id,text,stars,categoria
196,"Muy decepcionado con esta compra. Compré un closet modular Puno Studio y se despegó una parte a la semana de uso. Para peor, faltaban tornillos y tuve que comprarlos por mi cuenta. Definitivamente no vale lo que cuesta.",1,mueble
197,"No lo recomiendo para nada. Compré un colgante LED Norden y venía con una pieza rota dentro de la caja. Y lo peor: llegó con un rayón visible en la superficie. Sumado a eso, el material se siente mucho más barato de lo que se ve en las fotos. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
198,"Realmente una mala experiencia de principio a fin. Compré un sillón Cordillera Home y el color no se parece nada a la foto del sitio. Para peor, faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: olía fuerte a químico los primeros días. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
199,Muy buena compra en general. Llegó antes de lo prometido y muy bien embalado.,4,iluminacion
200,Bastante conforme con el producto. Se nota el cuidado en los detalles y terminaciones. Lo único es que faltaban tornillos y tuve que comprarlos por mi cuenta.,4,textil
201,"Una de las peores experiencias de compra que he tenido. Compré un organizador de escritorio Estudio Maule y el envío se demoró casi tres semanas más de lo prometido. Por si fuera poco, olía fuerte a químico los primeros días. Para peor, el material se siente mucho más barato de lo que se ve en las fotos. Por si fuera poco, el color no se parece nada a la foto del sitio.",1,papeleria
202,Cinta led de Tallerín: el diseño me gusta pero la calidad es regular.,3,iluminacion
203,"No lo recomiendo para nada. Compré una lámpara de pie Bosque Design y venía con una pieza rota dentro de la caja. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
204,Increíble calidad. La calidad de los materiales superó mis expectativas.,5,papeleria
205,"Una de las peores experiencias de compra que he tenido. Compré una alfombra Estudio Maule y faltaban tornillos y tuve que comprarlos por mi cuenta. Para peor, no coincide para nada con las medidas publicadas. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, el color no se parece nada a la foto del sitio. Una lástima, esperaba mucho más de esta marca.",1,textil
206,"No lo recomiendo para nada. Compré un velador con luz Tallerín y el envío se demoró casi tres semanas más de lo prometido. Por si fuera poco, llegó con un rayón visible en la superficie. No compraría de nuevo en esta tienda.",1,iluminacion
207,Muy buena compra en general. El diseño es precioso y funcional a la vez. Lo único es que el material se siente mucho más barato de lo que se ve en las fotos.,4,mueble
208,"Perfecto, tal cual se describe. Combina perfecto con el resto de mi decoración.",5,papeleria
209,Velador de Norden: funciona bien pero el color es más apagado de lo que pensé.,3,mueble
210,Mesa de centro de Rukan: funciona bien pero el color es más apagado de lo que pensé.,3,mueble
211,Superó mis expectativas. El acabado se ve mucho más caro de lo que costó.,5,iluminacion
212,"Realmente una mala experiencia de principio a fin. Compré un banco Cordillera Home y olía fuerte a químico los primeros días. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido. Además, el material se siente mucho más barato de lo que se ve en las fotos. No compraría de nuevo en esta tienda.",1,mueble
213,"No lo recomiendo para nada. Compré un set de rotuladores Tallerín y faltaban tornillos y tuve que comprarlos por mi cuenta. Además, el acabado tiene burbujas y marcas de fábrica. Para peor, llegó con un rayón visible en la superficie. Además, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,papeleria
214,"No cumplió del todo mis expectativas. La silla de Bosque Design el servicio al cliente no respondió ningún correo. Eso sí, es exactamente como se veía en las fotos.",2,mueble
215,"Esperaba mucho más por el precio que pagué. Compré un block de bocetos Norden y no coincide para nada con las medidas publicadas. Por si fuera poco, olía fuerte a químico los primeros días. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo. Por si fuera poco, el servicio al cliente no respondió ningún correo. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
216,¡Excelente! Quedó espectacular en el living.,5,textil
217,¡Excelente! Llegó antes de lo prometido y muy bien embalado. También el acabado se ve mucho más caro de lo que costó.,5,papeleria
218,"Esperaba mucho más por el precio que pagué. Compré un velador con luz Tallerín y el color no se parece nada a la foto del sitio. Sumado a eso, llegó con un rayón visible en la superficie.",1,iluminacion
219,Muy buena compra en general. Llegó antes de lo prometido y muy bien embalado.,4,iluminacion
220,"Realmente una mala experiencia de principio a fin. Compré un organizador de escritorio Tallerín y el servicio al cliente no respondió ningún correo. Por si fuera poco, llegó con un rayón visible en la superficie. Para peor, venía con una pieza rota dentro de la caja. Por si fuera poco, olía fuerte a químico los primeros días.",1,papeleria
221,Superó mis expectativas. Se nota el cuidado en los detalles y terminaciones. También la calidad de los materiales superó mis expectativas.,5,papeleria
222,"Esperaba algo mejor, la verdad. La funda de sofá de Casa Sur el tamaño real es bastante menor al que aparece en la descripción. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,textil
223,"Esperaba mucho más por el precio que pagué. Compré un banco Casa Sur y olía fuerte a químico los primeros días. Sumado a eso, el servicio al cliente no respondió ningún correo. Por si fuera poco, llegó con un rayón visible en la superficie. Por si fuera poco, el acabado tiene burbujas y marcas de fábrica.",1,mueble
224,"No lo recomiendo para nada. Compré un escritorio Tallerín y las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo.",1,mueble
225,"Mouse inalámbrico de Lumina: es correcto sin sorprender, cumple su función.",3,electronica
226,Superó mis expectativas. El acabado se ve mucho más caro de lo que costó.,5,electronica
227,"No lo recomiendo para nada. Compré un escritorio Tallerín y el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, se despegó una parte a la semana de uso. Por si fuera poco, faltaban tornillos y tuve que comprarlos por mi cuenta. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. No compraría de nuevo en esta tienda.",1,mueble
228,"Esperaba algo mejor, la verdad. El organizador de escritorio de Rukan el acabado tiene burbujas y marcas de fábrica.",2,papeleria
229,"Tiene varios detalles que no me convencieron. El sillón de Cordillera Home las instrucciones de armado están mal traducidas y no calzan con las piezas. Eso sí, es exactamente como se veía en las fotos.",2,mueble
230,"No cumplió del todo mis expectativas. El set de rotuladores de Puno Studio el color no se parece nada a la foto del sitio. Eso sí, el diseño es precioso y funcional a la vez.",2,papeleria
231,"Una de las peores experiencias de compra que he tenido. Compré una alfombra Puno Studio y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, se despegó una parte a la semana de uso. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. Además, venía con una pieza rota dentro de la caja.",1,textil
232,Muy buena compra en general. Llegó antes de lo prometido y muy bien embalado.,4,papeleria
233,Superó mis expectativas. Llegó antes de lo prometido y muy bien embalado.,5,electronica
234,Bastante conforme con el producto. El proceso de compra y despacho fue impecable.,4,mueble
235,No cumplió del todo mis expectativas. El cargador rápido de Lumina se despegó una parte a la semana de uso.,2,electronica
236,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó. Y de paso, el proceso de compra y despacho fue impecable.",5,electronica
237,"Muy recomendado. Es exactamente como se veía en las fotos. También es súper fácil de armar, en 10 minutos estaba listo.",5,electronica
238,¡Excelente! El acabado se ve mucho más caro de lo que costó.,5,mueble
239,Cortina de Bosque Design: el diseño me gusta pero la calidad es regular.,3,textil
240,"Increíble calidad. Es súper fácil de armar, en 10 minutos estaba listo. También la calidad de los materiales superó mis expectativas.",5,textil
241,"Perfecto, tal cual se describe. Se nota el cuidado en los detalles y terminaciones. Y de paso, es súper fácil de armar, en 10 minutos estaba listo.",5,iluminacion
242,"Cumple bien lo que promete. El proceso de compra y despacho fue impecable. Lo único es que tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",4,textil
243,Cumple bien lo que promete. La calidad de los materiales superó mis expectativas.,4,electronica
244,Increíble calidad. Combina perfecto con el resto de mi decoración. También es exactamente como se veía en las fotos.,5,mueble
245,Muy recomendado. Es exactamente como se veía en las fotos. También el proceso de compra y despacho fue impecable.,5,electronica
246,"Muy recomendado. Llegó antes de lo prometido y muy bien embalado. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,iluminacion
247,¡Excelente! El proceso de compra y despacho fue impecable.,5,papeleria
248,"Increíble calidad. El proceso de compra y despacho fue impecable. Además, llegó antes de lo prometido y muy bien embalado.",5,electronica
249,Cumple bien lo que promete. Se nota el cuidado en los detalles y terminaciones. Lo único es que el servicio al cliente no respondió ningún correo.,4,mueble
250,No cumplió del todo mis expectativas. El velador con luz de Rukan el acabado tiene burbujas y marcas de fábrica.,2,iluminacion
251,"Velador de Cordillera Home: es correcto sin sorprender, cumple su función.",3,mueble
252,"¡Excelente! Es exactamente como se veía en las fotos. Además, el diseño es precioso y funcional a la vez.",5,textil
253,Superó mis expectativas. El proceso de compra y despacho fue impecable. También el diseño es precioso y funcional a la vez.,5,mueble
254,"No lo recomiendo para nada. Compré un set de rotuladores Bosque Design y se despegó una parte a la semana de uso. Para peor, llegó con un rayón visible en la superficie. No compraría de nuevo en esta tienda.",1,papeleria
